gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
Sema4f,,,MGI:1340055,,PTHR11036,PTHR11036:SF72,SEMAPHORIN,SEMAPHORIN-4F
Sema4g,,,MGI:1347047,,PTHR11036,PTHR11036:SF17,SEMAPHORIN,SEMAPHORIN-4G
Sema5a,,,MGI:107556,,PTHR11036,PTHR11036:SF78,SEMAPHORIN,SEMAPHORIN-5A
Sema5b,,,MGI:107555,,PTHR11036,PTHR11036:SF39,SEMAPHORIN,SEMAPHORIN-5B
Sema6a,,,MGI:1203727,,PTHR11036,PTHR11036:SF12,SEMAPHORIN,SEMAPHORIN-6A
Sema6b,,,MGI:1202889,,PTHR11036,PTHR11036:SF10,SEMAPHORIN,SEMAPHORIN-6B
Sema6c,,,MGI:1338032,,PTHR11036,PTHR11036:SF11,SEMAPHORIN,SEMAPHORIN-6C
Sema6d,,,MGI:2387661,,PTHR11036,PTHR11036:SF65,SEMAPHORIN,SEMAPHORIN-6D
Sema7a,,,MGI:1306826,,PTHR11036,PTHR11036:SF80,SEMAPHORIN,SEMAPHORIN-7A
Senp1,,,MGI:2445054,,PTHR12606,PTHR12606:SF30,SENTRIN/SUMO-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 1
Senp2,,,MGI:1923076,,PTHR12606,PTHR12606:SF11,SENTRIN/SUMO-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 2
Senp3,,,MGI:2158736,,PTHR12606,PTHR12606:SF16,SENTRIN/SUMO-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 3
Senp5,,,MGI:2443596,,PTHR12606,PTHR12606:SF10,SENTRIN/SUMO-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 5
Senp6,,,MGI:1922075,,PTHR46896,PTHR46896:SF1,SENTRIN-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 6
Senp7,,,MGI:1913565,,PTHR46896,PTHR46896:SF2,SENTRIN-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 7
Senp8,,,MGI:1918849,,PTHR12606,PTHR12606:SF108,SENTRIN/SUMO-SPECIFIC PROTEASE,SENTRIN-SPECIFIC PROTEASE 8
Sephs1,,,MGI:1923580,,PTHR10256,PTHR10256:SF2,"SELENIDE, WATER DIKINASE","SELENIDE, WATER DIKINASE 1"
Sephs2,,,MGI:108388,,PTHR10256,PTHR10256:SF1,"SELENIDE, WATER DIKINASE","SELENIDE, WATER DIKINASE 2"
Sepsecs,,,MGI:1098791,,PTHR12944,PTHR12944:SF2,SOLUBLE LIVER ANTIGEN/LIVER PANCREAS ANTIGEN,O-PHOSPHOSERYL-TRNA(SEC) SELENIUM TRANSFERASE
Septin1,,,MGI:1858916,,PTHR18884,PTHR18884:SF6,SEPTIN,SEPTIN-1
Septin10,,,MGI:1918110,,PTHR18884,PTHR18884:SF50,SEPTIN,SEPTIN-10
Septin11,,,MGI:1277214,,PTHR18884,PTHR18884:SF48,SEPTIN,SEPTIN-11
Septin12,,,MGI:1918339,,PTHR18884,PTHR18884:SF66,SEPTIN,SEPTIN-12
Septin14,,,MGI:1921472,,PTHR18884,PTHR18884:SF51,SEPTIN,SEPTIN-14
Septin2,,,MGI:97298,,PTHR18884,PTHR18884:SF67,SEPTIN,SEPTIN-2
Septin3,,,MGI:1345148,,PTHR18884,PTHR18884:SF62,SEPTIN,NEURONAL-SPECIFIC SEPTIN-3
Septin4,,,MGI:1270156,,PTHR18884,PTHR18884:SF71,SEPTIN,SEPTIN-4
Septin5,,,MGI:1195461,,PTHR18884,PTHR18884:SF68,SEPTIN,SEPTIN-5
Septin6,,,MGI:1888939,,PTHR18884,PTHR18884:SF55,SEPTIN,SEPTIN-6
Septin7,,,MGI:1335094,,PTHR18884,PTHR18884:SF123,SEPTIN,SEPTIN-7
Septin8,,,MGI:894310,,PTHR18884,PTHR18884:SF54,SEPTIN,SEPTIN-8
Septin9,,,MGI:1858222,,PTHR18884,PTHR18884:SF47,SEPTIN,SEPTIN-9
Serbp1,,,MGI:1914120,,PTHR12299,PTHR12299:SF29,HYALURONIC ACID-BINDING PROTEIN 4,PLASMINOGEN ACTIVATOR INHIBITOR 1 RNA-BINDING PROTEIN
Serf1,,,MGI:1337114,,PTHR13596,PTHR13596:SF1,SMALL EDRK-RICH FACTOR 1,SMALL EDRK-RICH FACTOR 1
Serf2,,,MGI:1337041,,PTHR13596,PTHR13596:SF2,SMALL EDRK-RICH FACTOR 1,SMALL EDRK-RICH FACTOR 2
Sergef,,,MGI:1351630,,PTHR45622,PTHR45622:SF1,UBIQUITIN-PROTEIN LIGASE E3A-RELATED,SECRETION-REGULATING GUANINE NUCLEOTIDE EXCHANGE FACTOR
Serhl,,,MGI:1890404,,PTHR43329,PTHR43329:SF72,EPOXIDE HYDROLASE,SERINE HYDROLASE-LIKE PROTEIN-RELATED
Serinc1,,,MGI:1926228,,PTHR10383,PTHR10383:SF15,SERINE INCORPORATOR,SERINE INCORPORATOR 1
Serinc2,,,MGI:1919132,,PTHR10383,PTHR10383:SF22,SERINE INCORPORATOR,SERINE INCORPORATOR 2
Serinc3,,,MGI:1349457,,PTHR10383,PTHR10383:SF51,SERINE INCORPORATOR,SERINE INCORPORATOR 3
Serinc4,,,MGI:2441842,,PTHR10383,PTHR10383:SF5,SERINE INCORPORATOR,SERINE INCORPORATOR 4
Serinc5,,,MGI:2444223,,PTHR10383,PTHR10383:SF16,SERINE INCORPORATOR,SERINE INCORPORATOR 5
Serp1,,,MGI:92638,,PTHR15601,PTHR15601:SF14,STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN  SERP1/RAMP4,STRESS-ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN 1
Serp2,,,MGI:1919911,,PTHR15601,PTHR15601:SF20,STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN  SERP1/RAMP4,STRESS-ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN 2
Serpina10,,,MGI:2667725,,PTHR11461,PTHR11461:SF191,"SERINE PROTEASE INHIBITOR, SERPIN",PROTEIN Z-DEPENDENT PROTEASE INHIBITOR
Serpina11,,,MGI:2685741,,PTHR11461,PTHR11461:SF154,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN A11
Serpina12,,,MGI:1915304,,PTHR11461,PTHR11461:SF157,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN A12
Serpina16,,,MGI:2684892,,PTHR11461,PTHR11461:SF160,"SERINE PROTEASE INHIBITOR, SERPIN","SERINE (OR CYSTEINE) PEPTIDASE INHIBITOR, CLADE A (ALPHA-1 ANTIPROTEINASE, ANTITRYPSIN), MEMBER 16"
Serpina1a,,,MGI:891971,,PTHR11461,PTHR11461:SF165,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN
Serpina1b,,,MGI:891970,,PTHR11461,PTHR11461:SF165,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN
Serpina1c,,,MGI:891969,,PTHR11461,PTHR11461:SF165,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN
Serpina1d,,,MGI:891968,,PTHR11461,PTHR11461:SF165,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN
Serpina1e,,,MGI:891967,,PTHR11461,PTHR11461:SF165,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN
Serpina1f,,,MGI:1915598,,PTHR11461,PTHR11461:SF32,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTITRYPSIN 1-6
Serpina3a,,,MGI:1921319,,PTHR11461,PTHR11461:SF195,"SERINE PROTEASE INHIBITOR, SERPIN",SERINE PROTEASE INHIBITOR A3A-RELATED
Serpina3b,,,MGI:2182835,,PTHR11461,PTHR11461:SF122,"SERINE PROTEASE INHIBITOR, SERPIN",MCG54087-RELATED
Serpina3c,,,MGI:102848,,PTHR11461,PTHR11461:SF195,"SERINE PROTEASE INHIBITOR, SERPIN",SERINE PROTEASE INHIBITOR A3A-RELATED
Serpina3f,,,MGI:2182838,,PTHR11461,PTHR11461:SF145,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTICHYMOTRYPSIN
Serpina3g,,,MGI:105046,,PTHR11461,PTHR11461:SF145,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTICHYMOTRYPSIN
Serpina3i,,,MGI:2182841,,PTHR11461,PTHR11461:SF145,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-1-ANTICHYMOTRYPSIN
Serpina3j,,,MGI:2182843,,PTHR11461,PTHR11461:SF122,"SERINE PROTEASE INHIBITOR, SERPIN",MCG54087-RELATED
Serpina3k,,,MGI:98377,,PTHR11461,PTHR11461:SF195,"SERINE PROTEASE INHIBITOR, SERPIN",SERINE PROTEASE INHIBITOR A3A-RELATED
Serpina3m,,,MGI:98378,,PTHR11461,PTHR11461:SF195,"SERINE PROTEASE INHIBITOR, SERPIN",SERINE PROTEASE INHIBITOR A3A-RELATED
Serpina3n,,,MGI:105045,,PTHR11461,PTHR11461:SF133,"SERINE PROTEASE INHIBITOR, SERPIN",SERINE PROTEASE INHIBITOR A3N
Serpina5,,,MGI:107817,,PTHR11461,PTHR11461:SF274,"SERINE PROTEASE INHIBITOR, SERPIN",PLASMA SERINE PROTEASE INHIBITOR
Serpina6,,,MGI:88278,,PTHR11461,PTHR11461:SF34,"SERINE PROTEASE INHIBITOR, SERPIN",CORTICOSTEROID-BINDING GLOBULIN
Serpina7,,,MGI:3041197,,PTHR11461,PTHR11461:SF39,"SERINE PROTEASE INHIBITOR, SERPIN",THYROXINE-BINDING GLOBULIN
Serpina9,,,MGI:1919157,,PTHR11461,PTHR11461:SF40,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN A9
Serpinb10,,,MGI:2138648,,PTHR11461,PTHR11461:SF175,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B10
Serpinb11,,,MGI:1914207,,PTHR11461,PTHR11461:SF199,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B11
Serpinb12,,,MGI:1919119,,PTHR11461,PTHR11461:SF125,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B12
Serpinb13,,,MGI:3042250,,PTHR11461,PTHR11461:SF161,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B13
Serpinb1a,,,MGI:1913472,,PTHR11461,PTHR11461:SF180,"SERINE PROTEASE INHIBITOR, SERPIN",LEUKOCYTE ELASTASE INHIBITOR
Serpinb1b,,,MGI:2445361,,PTHR11461,PTHR11461:SF180,"SERINE PROTEASE INHIBITOR, SERPIN",LEUKOCYTE ELASTASE INHIBITOR
Serpinb1c,,,MGI:2445363,,PTHR11461,PTHR11461:SF180,"SERINE PROTEASE INHIBITOR, SERPIN",LEUKOCYTE ELASTASE INHIBITOR
Serpinb2,,,MGI:97609,,PTHR11461,PTHR11461:SF61,"SERINE PROTEASE INHIBITOR, SERPIN",PLASMINOGEN ACTIVATOR INHIBITOR 2
Serpinb3a,,,MGI:3573933,,PTHR11461,PTHR11461:SF186,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B4
Serpinb3b,,,MGI:2683293,,PTHR11461,PTHR11461:SF186,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B4
Serpinb3c,,,MGI:1277952,,PTHR11461,PTHR11461:SF186,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B4
Serpinb3d,,,MGI:2683295,,PTHR11461,PTHR11461:SF186,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B4
Serpinb5,,,MGI:109579,,PTHR11461,PTHR11461:SF55,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B5
Serpinb6a,,,MGI:103123,,PTHR11461,PTHR11461:SF348,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B6
Serpinb6b,,,MGI:894688,,PTHR11461,PTHR11461:SF128,"SERINE PROTEASE INHIBITOR, SERPIN",MCG20280-RELATED
Serpinb6c,,,MGI:2145481,,PTHR11461,PTHR11461:SF128,"SERINE PROTEASE INHIBITOR, SERPIN",MCG20280-RELATED
Serpinb6d,,,MGI:2667783,,PTHR11461,PTHR11461:SF128,"SERINE PROTEASE INHIBITOR, SERPIN",MCG20280-RELATED
Serpinb6e,,,MGI:2667778,,PTHR11461,PTHR11461:SF128,"SERINE PROTEASE INHIBITOR, SERPIN",MCG20280-RELATED
Serpinb7,,,MGI:2151053,,PTHR11461,PTHR11461:SF56,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B7
Serpinb8,,,MGI:894657,,PTHR11461,PTHR11461:SF166,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B8
Serpinb9,,,MGI:106603,,PTHR11461,PTHR11461:SF204,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B9
Serpinb9b,,,MGI:894668,,PTHR11461,PTHR11461:SF204,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B9
Serpinb9c,,,MGI:894669,,PTHR11461,PTHR11461:SF204,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN B9
Serpinb9d,,,MGI:894667,,PTHR11461,PTHR11461:SF131,"SERINE PROTEASE INHIBITOR, SERPIN",MCG118061-RELATED
Serpinb9e,,,MGI:894672,,PTHR11461,PTHR11461:SF131,"SERINE PROTEASE INHIBITOR, SERPIN",MCG118061-RELATED
Serpinb9f,,,MGI:894671,,PTHR11461,PTHR11461:SF131,"SERINE PROTEASE INHIBITOR, SERPIN",MCG118061-RELATED
Serpinb9g,,,MGI:1919260,,PTHR11461,PTHR11461:SF131,"SERINE PROTEASE INHIBITOR, SERPIN",MCG118061-RELATED
Serpinb9h,,,MGI:3709608,,PTHR11461,PTHR11461:SF131,"SERINE PROTEASE INHIBITOR, SERPIN",MCG118061-RELATED
Serpinc1,,,MGI:88095,,PTHR11461,PTHR11461:SF53,"SERINE PROTEASE INHIBITOR, SERPIN",ANTITHROMBIN-III
Serpind1,,,MGI:96051,,PTHR11461,PTHR11461:SF30,"SERINE PROTEASE INHIBITOR, SERPIN",HEPARIN COFACTOR 2
Serpine1,,,MGI:97608,,PTHR11461,PTHR11461:SF49,"SERINE PROTEASE INHIBITOR, SERPIN",PLASMINOGEN ACTIVATOR INHIBITOR 1
Serpine2,,,MGI:101780,,PTHR11461,PTHR11461:SF48,"SERINE PROTEASE INHIBITOR, SERPIN",GLIA-DERIVED NEXIN
Serpine3,,,MGI:2442020,,PTHR11461,PTHR11461:SF129,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN E3
Serpinf1,,,MGI:108080,,PTHR11461,PTHR11461:SF84,"SERINE PROTEASE INHIBITOR, SERPIN",PIGMENT EPITHELIUM-DERIVED FACTOR
Serpinf2,,,MGI:107173,,PTHR11461,PTHR11461:SF20,"SERINE PROTEASE INHIBITOR, SERPIN",ALPHA-2-ANTIPLASMIN
Serping1,,,MGI:894696,,PTHR11461,PTHR11461:SF159,"SERINE PROTEASE INHIBITOR, SERPIN",PLASMA PROTEASE C1 INHIBITOR
Serpinh1,,,MGI:88283,,PTHR11461,PTHR11461:SF27,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN H1
Serpini1,,,MGI:1194506,,PTHR11461,PTHR11461:SF50,"SERINE PROTEASE INHIBITOR, SERPIN",NEUROSERPIN
Serpini2,,,MGI:1915181,,PTHR11461,PTHR11461:SF51,"SERINE PROTEASE INHIBITOR, SERPIN",SERPIN I2
Sertad1,,,MGI:1913438,,PTHR16277,PTHR16277:SF12,CELL DIVISION CYCLE ASSOCIATED PROTEIN 4/SERTA DOMAIN-CONTAINING PROTEIN 2,SERTA DOMAIN-CONTAINING PROTEIN 1
Sertad2,,,MGI:1931026,,PTHR16277,PTHR16277:SF10,CELL DIVISION CYCLE ASSOCIATED PROTEIN 4/SERTA DOMAIN-CONTAINING PROTEIN 2,SERTA DOMAIN-CONTAINING PROTEIN 2
Sertad3,,,MGI:2180697,,PTHR15530,PTHR15530:SF0,SERTA DOMAIN-CONTAINING PROTEIN 3,SERTA DOMAIN-CONTAINING PROTEIN 3
Sertad4,,,MGI:2443496,,PTHR14272,PTHR14272:SF4,SERTA DOMAIN-CONTAINING PROTEIN 4,SERTA DOMAIN-CONTAINING PROTEIN 4
Sertm1,,,MGI:3607715,,PTHR35660,PTHR35660:SF1,SERINE-RICH AND TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN 1,SERINE-RICH AND TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN 1
Sesn1,,,MGI:2155278,,PTHR12474,PTHR12474:SF3,P53 REGULATED PA26 NUCLEAR PROTEIN SESTRIN,SESTRIN-1
Sesn2,,,MGI:2651874,,PTHR12474,PTHR12474:SF2,P53 REGULATED PA26 NUCLEAR PROTEIN SESTRIN,SESTRIN-2
Sesn3,,,MGI:1922997,,PTHR12474,PTHR12474:SF4,P53 REGULATED PA26 NUCLEAR PROTEIN SESTRIN,SESTRIN-3
Sestd1,,,MGI:1916262,,PTHR46607,PTHR46607:SF1,SEC14 DOMAIN AND SPECTRIN REPEAT-CONTAINING PROTEIN 1,SEC14 DOMAIN AND SPECTRIN REPEAT-CONTAINING PROTEIN 1
Set,,,MGI:1860267,,PTHR11875,PTHR11875:SF67,TESTIS-SPECIFIC Y-ENCODED PROTEIN,PROTEIN SET
Setbp1,,,MGI:1933199,,PTHR46147,PTHR46147:SF2,HISTONE-LYSINE N-METHYLTRANSFERASE ASH1,SET-BINDING PROTEIN
Setd1a,,,MGI:2446244,,PTHR45814,PTHR45814:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE SETD1,HISTONE-LYSINE N-METHYLTRANSFERASE SETD1A
Setd1b,,,MGI:2652820,,PTHR45814,PTHR45814:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE SETD1,HISTONE-LYSINE N-METHYLTRANSFERASE SETD1B
Setd2,,,MGI:1918177,,PTHR46711,PTHR46711:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE SETD2,HISTONE-LYSINE N-METHYLTRANSFERASE SETD2
Setd3,,,MGI:1289184,,PTHR13271,PTHR13271:SF47,UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE,ACTIN-HISTIDINE N-METHYLTRANSFERASE
Setd4,,,MGI:2136890,,PTHR13271,PTHR13271:SF55,UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE,SET DOMAIN-CONTAINING PROTEIN 4
Setd5,,,MGI:1920145,,PTHR46462,PTHR46462:SF1,"UPSET, ISOFORM A",HISTONE-LYSINE N-METHYLTRANSFERASE SETD5
Setd6,,,MGI:1913333,,PTHR13271,PTHR13271:SF112,UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE,N-LYSINE METHYLTRANSFERASE SETD6
Setd7,,,MGI:1920501,,PTHR46820,PTHR46820:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7
Setdb1,,,MGI:1934229,,PTHR46024,PTHR46024:SF2,HISTONE-LYSINE N-METHYLTRANSFERASE EGGLESS,HISTONE-LYSINE N-METHYLTRANSFERASE SETDB1
Setdb2,,,MGI:2685139,,PTHR46024,PTHR46024:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EGGLESS,HISTONE-LYSINE N-METHYLTRANSFERASE SETDB2
Setmar,,,MGI:1921979,,PTHR45660,PTHR45660:SF13,HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR,HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR
Setx,,,MGI:2443480,,PTHR10887,PTHR10887:SF485,DNA2/NAM7 HELICASE FAMILY,HELICASE SENATAXIN-RELATED
Sez6,,,MGI:104745,,PTHR45656,PTHR45656:SF1,PROTEIN CBR-CLEC-78,SEIZURE PROTEIN 6 HOMOLOG
Sez6l,,,MGI:1935121,,PTHR45656,PTHR45656:SF8,PROTEIN CBR-CLEC-78,SEIZURE 6-LIKE PROTEIN
Sez6l2,,,MGI:2385295,,PTHR45656,PTHR45656:SF2,PROTEIN CBR-CLEC-78,SEIZURE 6-LIKE PROTEIN 2
Sf1,,,MGI:1095403,,PTHR11208,PTHR11208:SF45,RNA-BINDING PROTEIN RELATED,SPLICING FACTOR 1
Sf3a1,,,MGI:1914715,,PTHR15316,PTHR15316:SF1,SPLICEOSOME ASSOCIATED PROTEIN 114/SWAP SPLICING FACTOR-RELATED,SPLICING FACTOR 3A SUBUNIT 1
Sf3a2,,,MGI:104912,,PTHR23205,PTHR23205:SF0,SPLICING FACTOR 3A SUBUNIT 2,SPLICING FACTOR 3A SUBUNIT 2
Sf3a3,,,MGI:1922312,,PTHR12786,PTHR12786:SF2,SPLICING FACTOR SF3A-RELATED,SPLICING FACTOR 3A SUBUNIT 3
Sf3b1,,,MGI:1932339,,PTHR12097,PTHR12097:SF0,"SPLICING FACTOR 3B, SUBUNIT 1-RELATED",SPLICING FACTOR 3B SUBUNIT 1
Sf3b2,,,MGI:2441856,,PTHR12785,PTHR12785:SF6,SPLICING FACTOR 3B,SPLICING FACTOR 3B SUBUNIT 2
Sf3b3,,,MGI:1289341,,PTHR10644,PTHR10644:SF1,DNA REPAIR/RNA PROCESSING CPSF FAMILY,SPLICING FACTOR 3B SUBUNIT 3
Sf3b4,,,MGI:109580,,PTHR48030,PTHR48030:SF3,SPLICING FACTOR 3B SUBUNIT 4,SPLICING FACTOR 3B SUBUNIT 4
Sf3b5,,,MGI:1913375,,PTHR20978,PTHR20978:SF0,SPLICING FACTOR 3B SUBUNIT 5,SPLICING FACTOR 3B SUBUNIT 5
Sf3b6,,,MGI:1913305,,PTHR12785,PTHR12785:SF7,SPLICING FACTOR 3B,SPLICING FACTOR 3B SUBUNIT 6
Sfi1,,,MGI:1926137,,PTHR22028,PTHR22028:SF4,UNCHARACTERIZED,PROTEIN SFI1 HOMOLOG
Sfmbt1,,,MGI:1859609,,PTHR12247,PTHR12247:SF77,POLYCOMB GROUP PROTEIN,SCM-LIKE WITH FOUR MBT DOMAINS PROTEIN 1
Sfmbt2,,,MGI:2447794,,PTHR12247,PTHR12247:SF62,POLYCOMB GROUP PROTEIN,SCM-LIKE WITH FOUR MBT DOMAINS PROTEIN 2
Sfn,,,MGI:1891831,,PTHR18860,PTHR18860:SF14,14-3-3 PROTEIN,14-3-3 PROTEIN SIGMA
Sfpq,,,MGI:1918764,,PTHR23189,PTHR23189:SF51,RNA RECOGNITION MOTIF-CONTAINING,"SPLICING FACTOR, PROLINE- AND GLUTAMINE-RICH"
Sfr1,,,MGI:1915038,,PTHR28643,PTHR28643:SF1,SWI5-DEPENDENT RECOMBINATION DNA REPAIR PROTEIN 1 HOMOLOG,SWI5-DEPENDENT RECOMBINATION DNA REPAIR PROTEIN 1 HOMOLOG
Sfrp1,,,MGI:892014,,PTHR11309,PTHR11309:SF87,FRIZZLED,SECRETED FRIZZLED-RELATED PROTEIN 1
Sfrp2,,,MGI:108078,,PTHR11309,PTHR11309:SF45,FRIZZLED,SECRETED FRIZZLED-RELATED PROTEIN 2
Sfrp4,,,MGI:892010,,PTHR11309,PTHR11309:SF7,FRIZZLED,SECRETED FRIZZLED-RELATED PROTEIN 4
Sfrp5,,,MGI:1860298,,PTHR11309,PTHR11309:SF46,FRIZZLED,SECRETED FRIZZLED-RELATED PROTEIN 5
Sfswap,,,MGI:101760,,PTHR13161,PTHR13161:SF15,SPLICING FACTOR  SUPPRESSOR OF WHITE APRICOT,"SPLICING FACTOR, SUPPRESSOR OF WHITE-APRICOT HOMOLOG"
Sft2d1,,,MGI:1918689,,PTHR23137,PTHR23137:SF24,UNCHARACTERIZED,VESICLE TRANSPORT PROTEIN SFT2A
Sft2d2,,,MGI:1917362,,PTHR23137,PTHR23137:SF1,UNCHARACTERIZED,VESICLE TRANSPORT PROTEIN SFT2B
Sft2d3,,,MGI:1914408,,PTHR23137,PTHR23137:SF36,UNCHARACTERIZED,VESICLE TRANSPORT PROTEIN SFT2C
Sfta2,,,MGI:3643293,,PTHR38500,PTHR38500:SF1,SURFACTANT-ASSOCIATED PROTEIN 2,SURFACTANT-ASSOCIATED PROTEIN 2
Sftpa1,,,MGI:109518,,PTHR24024,PTHR24024:SF13,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A1
Sftpb,,,MGI:109516,,PTHR11480,PTHR11480:SF33,SAPOSIN-RELATED,PULMONARY SURFACTANT-ASSOCIATED PROTEIN B
Sftpc,,,MGI:109517,,PTHR10800,PTHR10800:SF4,PULMONARY SURFACTANT-ASSOCIATED PROTEIN C,PULMONARY SURFACTANT-ASSOCIATED PROTEIN C
Sftpd,,,MGI:109515,,PTHR24024,PTHR24024:SF15,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A,PULMONARY SURFACTANT-ASSOCIATED PROTEIN D
Sfxn1,,,MGI:2137677,,PTHR11153,PTHR11153:SF21,SIDEROFLEXIN,SIDEROFLEXIN-1
Sfxn2,,,MGI:2137678,,PTHR11153,PTHR11153:SF14,SIDEROFLEXIN,SIDEROFLEXIN-2
Sfxn3,,,MGI:2137679,,PTHR11153,PTHR11153:SF20,SIDEROFLEXIN,SIDEROFLEXIN-3
Sfxn4,,,MGI:2137680,,PTHR11153,PTHR11153:SF3,SIDEROFLEXIN,SIDEROFLEXIN-4
Sfxn5,,,MGI:2137681,,PTHR11153,PTHR11153:SF17,SIDEROFLEXIN,SIDEROFLEXIN-5
Sgca,,,MGI:894698,,PTHR10132,PTHR10132:SF16,ALPHA-/EPSILON-SARCOGLYCAN FAMILY MEMBER,ALPHA-SARCOGLYCAN
Sgcb,,,MGI:1346523,,PTHR21142,PTHR21142:SF2,SARCOGLYCANS,BETA-SARCOGLYCAN
Sgcd,,,MGI:1346525,,PTHR12939,PTHR12939:SF6,SARCOGLYCAN,DELTA-SARCOGLYCAN
Sgce,,,MGI:1329042,,PTHR10132,PTHR10132:SF17,ALPHA-/EPSILON-SARCOGLYCAN FAMILY MEMBER,EPSILON-SARCOGLYCAN
Sgcg,,,MGI:1346524,,PTHR12939,PTHR12939:SF4,SARCOGLYCAN,GAMMA-SARCOGLYCAN
Sgcz,,,MGI:2388820,,PTHR12939,PTHR12939:SF5,SARCOGLYCAN,ZETA-SARCOGLYCAN
Sgf29,,,MGI:1922815,,PTHR21539,PTHR21539:SF0,UNCHARACTERIZED,SAGA-ASSOCIATED FACTOR 29
Sgip1,,,MGI:1920344,,PTHR23065,PTHR23065:SF27,PROLINE-SERINE-THREONINE PHOSPHATASE INTERACTING PROTEIN 1,SH3-CONTAINING GRB2-LIKE PROTEIN 3-INTERACTING PROTEIN 1
Sgk1,,,MGI:1340062,,PTHR24356,PTHR24356:SF300,SERINE/THREONINE-PROTEIN KINASE,SERINE/THREONINE-PROTEIN KINASE SGK1
Sgk2,,,MGI:1351318,,PTHR24356,PTHR24356:SF197,SERINE/THREONINE-PROTEIN KINASE,SERINE/THREONINE-PROTEIN KINASE SGK2
Sgk3,,,MGI:2182368,,PTHR24356,PTHR24356:SF121,SERINE/THREONINE-PROTEIN KINASE,SERINE/THREONINE-PROTEIN KINASE SGK3
Sgms1,,,MGI:2444110,,PTHR21290,PTHR21290:SF28,SPHINGOMYELIN SYNTHETASE,PHOSPHATIDYLCHOLINE:CERAMIDE CHOLINEPHOSPHOTRANSFERASE 1
Sgms2,,,MGI:1921692,,PTHR21290,PTHR21290:SF24,SPHINGOMYELIN SYNTHETASE,PHOSPHATIDYLCHOLINE:CERAMIDE CHOLINEPHOSPHOTRANSFERASE 2
